,domain_no,hmm_species,chain_type,e-value,score,seqstart_index,seqend_index,identity_species,v_gene,v_identity,j_gene,j_identity,unaligned_len,resolution,method,r_factor,date,year,dataset
7YDS:H,0,alpaca,H,5.8e-59,189.1,0,117,,,0.0,,0.0,220,2.3,X-RAY DIFFRACTION,0.194,2023-07-19,2023,test_new_234
7YI6:H,0,human,H,4.4e-55,176.4,0,118,,,0.0,,0.0,214,2.28,X-RAY DIFFRACTION,0.193,2023-08-30,2023,test_new_234
7YIZ:H,0,alpaca,H,6.6e-56,179.2,0,113,,,0.0,,0.0,214,2.42,X-RAY DIFFRACTION,0.216,2023-08-02,2023,test_new_234
7YK4:H,0,human,H,3.4e-54,173.5,0,115,,,0.0,,0.0,216,2.7,X-RAY DIFFRACTION,0.233,2023-08-09,2023,test_new_234
7YKJ:H,0,alpaca,H,6.599999999999999e-62,198.6,0,120,,,0.0,,0.0,121,0.0,ELECTRON MICROSCOPY,,2022-12-28,2022,test_new_234
7YMS:H,0,mouse,H,9.999999999999999e-57,181.5,0,120,,,0.0,,0.0,218,2.9,ELECTRON MICROSCOPY,,2022-08-24,2022,test_new_234
7YR0:H,0,human,H,2.5e-51,164.3,0,122,,,0.0,,0.0,123,0.0,ELECTRON MICROSCOPY,,2022-10-19,2022,test_new_234
7YR1:H,0,alpaca,H,9.500000000000001e-60,191.7,0,125,,,0.0,,0.0,126,0.0,ELECTRON MICROSCOPY,,2022-10-19,2022,test_new_234
7YRF:H,0,mouse,H,2.5e-57,183.5,0,116,,,0.0,,0.0,214,2.91,ELECTRON MICROSCOPY,,2022-09-14,2022,test_new_234
7YRU:H,0,alpaca,H,3.5000000000000005e-57,183.3,0,120,,,0.0,,0.0,217,2.6,X-RAY DIFFRACTION,0.245,2023-05-17,2023,test_new_234
7YUD:H,0,pig,H,2.1000000000000002e-57,184.1,0,127,,,0.0,,0.0,228,2.98,ELECTRON MICROSCOPY,,2023-09-06,2023,test_new_234
7YV1:H,0,human,H,2.7e-57,183.6,0,119,,,0.0,,0.0,222,1.454,X-RAY DIFFRACTION,0.238,2023-07-26,2023,test_new_234
7YXU:H,0,alpaca,H,4.2e-64,205.7,0,120,,,0.0,,0.0,218,2.31,X-RAY DIFFRACTION,0.205,2023-01-25,2023,test_new_234
7YZJ:H,0,alpaca,H,1.8e-53,171.3,0,117,,,0.0,,0.0,220,2.6,X-RAY DIFFRACTION,0.158,2023-02-01,2023,test_new_234
7Z0X:H,0,alpaca,H,1.5e-60,194.2,0,126,,,0.0,,0.0,224,1.8,X-RAY DIFFRACTION,0.163,2022-02-23,2022,test_new_234
7Z0Y:H,0,alpaca,H,1.3000000000000002e-60,194.5,0,121,,,0.0,,0.0,218,2.95,X-RAY DIFFRACTION,0.219,2022-02-23,2022,test_new_234
7Z12:H,0,alpaca,H,1.1e-50,162.4,0,121,,,0.0,,0.0,221,0.0,ELECTRON MICROSCOPY,,2022-11-02,2022,test_new_234
7Z2M:H,0,human,H,1.7e-56,180.9,0,117,,,0.0,,0.0,219,1.899,X-RAY DIFFRACTION,0.201,2023-02-08,2023,test_new_234
7Z3W:H,0,human,H,3.8999999999999997e-56,179.8,0,117,,,0.0,,0.0,214,2.0,X-RAY DIFFRACTION,0.196,2023-02-08,2023,test_new_234
7ZBU:H,0,alpaca,H,1.4e-58,187.8,0,127,,,0.0,,0.0,222,0.0,ELECTRON MICROSCOPY,,2022-08-17,2022,test_new_234
7ZF6:H,0,human,H,9.3e-54,172.1,0,122,,,0.0,,0.0,224,2.21,X-RAY DIFFRACTION,0.235,2022-04-01,2022,test_new_234
7ZF8:H,0,alpaca,H,3.4e-61,196.3,0,116,,,0.0,,0.0,216,2.95,X-RAY DIFFRACTION,0.22,2022-04-01,2022,test_new_234
7ZFF:H,0,alpaca,H,1.2e-57,184.9,0,124,,,0.0,,0.0,223,2.32,X-RAY DIFFRACTION,0.231,2022-04-01,2022,test_new_234
7ZLG:H,0,alpaca,H,3.2e-57,183.5,0,124,,,0.0,,0.0,226,0.0,ELECTRON MICROSCOPY,,2023-01-11,2023,test_new_234
7ZLH:H,0,alpaca,H,3.2e-57,183.5,0,124,,,0.0,,0.0,226,0.0,ELECTRON MICROSCOPY,,2023-01-11,2023,test_new_234
7ZLI:H,0,alpaca,H,3.2e-57,183.5,0,124,,,0.0,,0.0,226,0.0,ELECTRON MICROSCOPY,,2023-01-11,2023,test_new_234
7ZLJ:H,0,alpaca,H,3.2e-57,183.5,0,124,,,0.0,,0.0,226,0.0,ELECTRON MICROSCOPY,,2023-01-11,2023,test_new_234
7ZLK:H,0,human,H,2.1e-46,148.4,0,119,,,0.0,,0.0,120,0.0,ELECTRON MICROSCOPY,,2022-09-21,2022,test_new_234
7ZOZ:H,0,mouse,H,3.0999999999999996e-55,176.7,0,121,,,0.0,,0.0,223,2.104,X-RAY DIFFRACTION,0.176,2023-06-28,2023,test_new_234
7ZQT:H,0,alpaca,H,4.0000000000000005e-49,157.3,0,119,,,0.0,,0.0,213,2.7,X-RAY DIFFRACTION,0.225,2023-05-17,2023,test_new_234
7ZWI:H,0,alpaca,H,3.2e-60,193.2,0,119,,,0.0,,0.0,215,1.9,X-RAY DIFFRACTION,0.189,2022-05-19,2022,test_new_234
7ZXK:H,0,alpaca,H,8.8e-61,195.0,0,125,,,0.0,,0.0,229,2.2,X-RAY DIFFRACTION,0.184,2022-11-02,2022,test_new_234
7ZXU:H,0,alpaca,H,1.1000000000000001e-60,194.7,0,116,,,0.0,,0.0,212,1.89,X-RAY DIFFRACTION,0.181,2022-05-23,2022,test_new_234
7ZYI:H,0,alpaca,H,2.5e-56,180.6,0,125,,,0.0,,0.0,227,0.0,ELECTRON MICROSCOPY,,2022-07-13,2022,test_new_234
8A1E:H,0,alpaca,H,3.3e-64,206.0,0,118,,,0.0,,0.0,119,0.0,ELECTRON MICROSCOPY,,2022-08-17,2022,test_new_234
8A44:H,0,human,H,2.9e-54,173.8,0,122,,,0.0,,0.0,225,2.49,X-RAY DIFFRACTION,0.196,2023-06-07,2023,test_new_234
8A94:H,0,human,H,6.199999999999999e-53,169.5,0,121,,,0.0,,0.0,122,2.4,ELECTRON MICROSCOPY,,2023-05-03,2023,test_new_234
8A96:H,0,human,H,6.199999999999999e-53,169.5,0,121,,,0.0,,0.0,122,2.7,ELECTRON MICROSCOPY,,2023-05-03,2023,test_new_234
8A99:H,0,human,H,6.199999999999999e-53,169.5,0,121,,,0.0,,0.0,122,2.5,ELECTRON MICROSCOPY,,2023-05-10,2023,test_new_234
8ACF:H,0,human,H,1.2e-55,178.2,0,117,,,0.0,,0.0,219,1.8,X-RAY DIFFRACTION,0.178,2024-01-17,2024,test_new_234
8ACI:H,0,human,H,1.2e-55,178.2,0,117,,,0.0,,0.0,219,1.85,X-RAY DIFFRACTION,0.187,2024-01-17,2024,test_new_234
8AHN:H,0,alpaca,H,2.3e-62,200.1,0,119,,,0.0,,0.0,218,1.8,X-RAY DIFFRACTION,0.19,2023-05-24,2023,test_new_234
8ATH:H,0,mouse,H,8.8e-54,172.1,0,117,,,0.0,,0.0,208,2.366,X-RAY DIFFRACTION,0.251,2023-03-01,2023,test_new_234
8AV9:H,0,alpaca,H,2.1e-61,197.0,0,118,,,0.0,,0.0,207,1.99,X-RAY DIFFRACTION,0.223,2023-05-24,2023,test_new_234
8AWL:H,0,alpaca,H,3.800000000000001e-58,186.5,0,119,,,0.0,,0.0,216,1.62,X-RAY DIFFRACTION,0.202,2023-09-06,2023,test_new_234
8B50:H,0,mouse,H,8.9e-52,165.6,0,117,,,0.0,,0.0,215,1.67,X-RAY DIFFRACTION,0.191,2023-10-04,2023,test_new_234
8B7H:H,0,human,H,1.5e-57,184.4,0,123,,,0.0,,0.0,221,1.95,X-RAY DIFFRACTION,0.265,2023-12-27,2023,test_new_234
8B9V:H,0,alpaca,H,1.8e-62,200.4,0,115,,,0.0,,0.0,212,2.16,X-RAY DIFFRACTION,0.197,2023-10-25,2023,test_new_234
8BBH:H,0,mouse,H,1.2e-51,165.2,0,116,,,0.0,,0.0,213,1.619,X-RAY DIFFRACTION,0.198,2022-12-21,2022,test_new_234
8BBO:H,0,human,H,9.6e-51,162.4,0,118,,,0.0,,0.0,222,2.75,X-RAY DIFFRACTION,0.224,2023-03-22,2023,test_new_234
8BCZ:H,0,human,H,6.1e-51,163.0,0,117,,,0.0,,0.0,118,0.0,ELECTRON MICROSCOPY,,2023-03-22,2023,test_new_234
8BE1:H,0,mouse,H,2.4e-56,180.3,0,117,,,0.0,,0.0,216,1.98,X-RAY DIFFRACTION,0.248,2023-01-25,2023,test_new_234
8BF0:H,0,mouse,H,3.3e-50,160.5,0,112,,,0.0,,0.0,211,1.75,X-RAY DIFFRACTION,0.168,2023-11-01,2023,test_new_234
8BG1:H,0,alpaca,H,5.200000000000003e-60,192.5,0,125,,,0.0,,0.0,227,2.88,X-RAY DIFFRACTION,0.202,2023-11-08,2023,test_new_234
8BH5:H,0,alpaca,H,1.1000000000000001e-60,194.6,0,116,,,0.0,,0.0,218,2.38,X-RAY DIFFRACTION,0.186,2022-11-23,2022,test_new_234
8BJZ:H,0,mouse,H,1.4e-52,168.1,0,115,,,0.0,,0.0,218,1.89,X-RAY DIFFRACTION,0.186,2023-09-27,2023,test_new_234
8BK2:H,0,alpaca,H,9.7e-61,194.8,0,115,,,0.0,,0.0,215,2.41,X-RAY DIFFRACTION,0.204,2023-11-22,2023,test_new_234
8BSE:H,0,alpaca,H,1e-58,188.3,0,114,,,0.0,,0.0,216,1.9,X-RAY DIFFRACTION,0.177,2023-05-17,2023,test_new_234
8BSF:H,0,human,H,1.3e-50,161.9,0,124,,,0.0,,0.0,221,2.2,X-RAY DIFFRACTION,0.196,2023-05-17,2023,test_new_234
8BSO:H,0,mouse,H,1.5e-52,168.1,0,115,,,0.0,,0.0,219,1.92,X-RAY DIFFRACTION,0.18,2023-09-27,2023,test_new_234
8BYU:H,0,human,H,5.699999999999999e-53,169.6,0,120,,,0.0,,0.0,222,1.85,X-RAY DIFFRACTION,0.188,2023-07-12,2023,test_new_234
8C0Y:H,0,alpaca,H,5.100000000000001e-59,189.3,0,115,,,0.0,,0.0,116,2.68,ELECTRON MICROSCOPY,,2024-06-19,2024,test_new_234
8C2R:H,0,alpaca,H,8.800000000000001e-59,188.5,0,116,,,0.0,,0.0,213,2.56,ELECTRON MICROSCOPY,,2024-05-22,2024,test_new_234
8C3V:H,0,alpaca,H,7.100000000000002e-57,182.4,0,125,,,0.0,,0.0,223,2.74,X-RAY DIFFRACTION,0.216,2023-03-22,2023,test_new_234
8C67:H,0,alpaca,H,3.1e-64,206.1,0,122,,,0.0,,0.0,221,1.88,X-RAY DIFFRACTION,0.205,2024-04-24,2024,test_new_234
8C7H:H,0,human,H,1.1e-50,162.2,0,125,,,0.0,,0.0,182,0.0,ELECTRON MICROSCOPY,,2023-03-01,2023,test_new_234
8C7M:H,0,alpaca,H,4.8e-63,202.3,0,120,,,0.0,,0.0,222,2.56,X-RAY DIFFRACTION,0.203,2024-01-31,2024,test_new_234
8C7V:H,0,human,H,3.5e-58,186.4,0,118,,,0.0,,0.0,222,1.61,X-RAY DIFFRACTION,0.166,2023-06-07,2023,test_new_234
8CAF:H,0,pig,H,2.7999999999999998e-61,196.6,0,122,,,0.0,,0.0,215,2.66,X-RAY DIFFRACTION,0.217,2023-09-13,2023,test_new_234
8CBF:H,0,human,H,1.5999999999999996e-53,171.4,0,117,,,0.0,,0.0,215,2.33,X-RAY DIFFRACTION,0.215,2024-02-07,2024,test_new_234
8CBX:H,0,alpaca,H,3.7e-58,186.5,0,118,,,0.0,,0.0,221,2.0,X-RAY DIFFRACTION,0.223,2023-05-10,2023,test_new_234
8CBY:H,0,alpaca,H,3.7e-58,186.5,0,118,,,0.0,,0.0,221,2.27,X-RAY DIFFRACTION,0.202,2023-05-10,2023,test_new_234
8CBZ:H,0,alpaca,H,3.7e-58,186.5,0,118,,,0.0,,0.0,221,1.86,X-RAY DIFFRACTION,0.204,2023-05-10,2023,test_new_234
8CC0:H,0,alpaca,H,3.7e-58,186.5,0,118,,,0.0,,0.0,221,1.85,X-RAY DIFFRACTION,0.191,2023-05-10,2023,test_new_234
8CC1:H,0,alpaca,H,3.7e-58,186.5,0,118,,,0.0,,0.0,221,2.0,X-RAY DIFFRACTION,0.195,2023-05-10,2023,test_new_234
8CDD:H,0,alpaca,H,1.8e-43,139.0,0,124,,,0.0,,0.0,214,3.0,ELECTRON MICROSCOPY,,2023-10-25,2023,test_new_234
8CHE:H,0,alpaca,H,7.700000000000005e-60,191.9,0,113,,,0.0,,0.0,214,1.49,X-RAY DIFFRACTION,0.157,2023-12-27,2023,test_new_234
8CII:H,0,human,H,3.1e-52,167.2,0,125,,,0.0,,0.0,221,2.7,ELECTRON MICROSCOPY,,2024-02-21,2024,test_new_234
8CIM:H,0,human,H,4.7e-53,169.9,0,125,,,0.0,,0.0,126,3.0,ELECTRON MICROSCOPY,,2023-07-05,2023,test_new_234
8CIN:H,0,human,H,1.2e-51,165.3,0,120,,,0.0,,0.0,223,2.7,ELECTRON MICROSCOPY,,2024-02-21,2024,test_new_234
8CT6:H,0,mouse,H,1.7e-57,184.0,0,114,,,0.0,,0.0,115,0.0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8CW9:H,0,alpaca,H,3.6e-57,183.3,0,121,,,0.0,,0.0,122,0.0,ELECTRON MICROSCOPY,,2022-08-10,2022,test_new_234
8CWI:H,0,alpaca,H,1.1999999999999999e-61,197.8,0,116,,,0.0,,0.0,218,1.873,X-RAY DIFFRACTION,0.17,2023-05-24,2023,test_new_234
8CWJ:H,0,alpaca,H,9.7e-64,204.6,0,118,,,0.0,,0.0,213,2.449,X-RAY DIFFRACTION,0.196,2023-05-24,2023,test_new_234
8CWK:H,0,alpaca,H,4.4e-64,205.7,0,120,,,0.0,,0.0,223,2.368,X-RAY DIFFRACTION,0.186,2023-05-24,2023,test_new_234
8CWV:H,0,alpaca,H,6.6e-63,201.9,0,115,,,0.0,,0.0,218,2.51,X-RAY DIFFRACTION,0.238,2022-07-06,2022,test_new_234
8CZ5:H,0,human,H,1.9e-49,158.2,0,121,,,0.0,,0.0,222,2.645,X-RAY DIFFRACTION,0.194,2022-10-19,2022,test_new_234
8D01:H,0,human,H,3.1e-45,144.6,0,128,,,0.0,,0.0,223,2.46,X-RAY DIFFRACTION,0.189,2023-12-13,2023,test_new_234
8D1T:H,0,mouse,H,2.0999999999999998e-55,177.3,0,115,,,0.0,,0.0,183,2.94,X-RAY DIFFRACTION,0.236,2023-02-01,2023,test_new_234
8D21:H,0,pig,H,4.4e-58,186.3,0,122,,,0.0,,0.0,123,0.0,ELECTRON MICROSCOPY,,2023-04-12,2023,test_new_234
8D29:H,0,alpaca,H,1.1000000000000001e-60,194.7,0,121,,,0.0,,0.0,223,1.81,X-RAY DIFFRACTION,0.176,2022-11-30,2022,test_new_234
8D36:H,0,human,H,2.7e-51,164.2,0,123,,,0.0,,0.0,218,1.45,X-RAY DIFFRACTION,0.197,2022-07-27,2022,test_new_234
8D3A:H,0,alpaca,H,3.6e-53,170.4,0,125,,,0.0,,0.0,227,2.9,X-RAY DIFFRACTION,0.229,2022-10-12,2022,test_new_234
8D47:H,0,human,H,2.1e-52,167.7,0,129,,,0.0,,0.0,225,2.0,X-RAY DIFFRACTION,0.184,2022-12-21,2022,test_new_234
8D48:H,0,human,H,4.4e-57,182.9,0,120,,,0.0,,0.0,223,0.0,ELECTRON MICROSCOPY,,2023-01-25,2023,test_new_234
8D54:H,0,mouse,H,1.4999999999999999e-53,171.3,0,121,,,0.0,,0.0,222,1.4,X-RAY DIFFRACTION,0.169,2022-12-14,2022,test_new_234
8D6Z:H,0,alpaca,H,7.7999999999999985e-56,179.0,0,120,,,0.0,,0.0,222,2.3,X-RAY DIFFRACTION,0.235,2022-07-27,2022,test_new_234
8D7E:H,0,alpaca,H,1.9000000000000001e-59,190.7,0,116,,,0.0,,0.0,217,0.0,ELECTRON MICROSCOPY,,2023-03-29,2023,test_new_234
8D9Y:H,0,alpaca,H,4.3e-52,166.9,0,125,,,0.0,,0.0,219,2.2,X-RAY DIFFRACTION,0.209,2023-06-14,2023,test_new_234
8D9Z:H,0,alpaca,H,4.7e-52,166.8,0,125,,,0.0,,0.0,227,1.8,X-RAY DIFFRACTION,0.165,2023-06-14,2023,test_new_234
8DA0:H,0,alpaca,H,5.1e-52,166.7,0,125,,,0.0,,0.0,234,2.2,X-RAY DIFFRACTION,0.196,2023-06-14,2023,test_new_234
8DA1:H,0,alpaca,H,4.7e-52,166.8,0,125,,,0.0,,0.0,227,2.67,X-RAY DIFFRACTION,0.185,2023-06-14,2023,test_new_234
8DAD:H,0,human,H,9.3e-53,168.9,0,122,,,0.0,,0.0,123,0.0,ELECTRON MICROSCOPY,,2022-08-24,2022,test_new_234
8DAO:H,0,alpaca,H,2.7000000000000002e-58,187.0,0,125,,,0.0,,0.0,126,2.8,X-RAY DIFFRACTION,0.231,2022-07-27,2022,test_new_234
8DB4:H,0,alpaca,H,9.9e-58,185.1,0,123,,,0.0,,0.0,222,2.3,X-RAY DIFFRACTION,0.211,2023-01-25,2023,test_new_234
8DCC:H,0,human,H,2.7e-56,180.3,0,126,,,0.0,,0.0,229,2.6,X-RAY DIFFRACTION,0.221,2022-07-06,2022,test_new_234
8DCN:H,0,mouse,H,1.1000000000000004e-59,191.1,0,119,,,0.0,,0.0,214,2.6,X-RAY DIFFRACTION,0.227,2023-04-05,2023,test_new_234
8DD2:H,0,mouse,H,2.9e-56,180.1,0,115,,,0.0,,0.0,116,2.9,ELECTRON MICROSCOPY,,2022-08-17,2022,test_new_234
8DE4:H,0,mouse,H,3.4999999999999995e-55,176.6,0,117,,,0.0,,0.0,118,2.9,ELECTRON MICROSCOPY,,2023-07-05,2023,test_new_234
8DF5:H,0,alpaca,H,6.2e-59,189.0,0,119,,,0.0,,0.0,217,2.7,X-RAY DIFFRACTION,0.177,2022-08-03,2022,test_new_234
8DFG:H,0,human,H,2.6e-50,161.0,0,123,,,0.0,,0.0,218,2.0,X-RAY DIFFRACTION,0.225,2022-10-12,2022,test_new_234
8DFH:H,0,alpaca,H,1.7e-52,168.2,0,119,,,0.0,,0.0,218,2.3,X-RAY DIFFRACTION,0.209,2022-10-12,2022,test_new_234
8DFI:H,0,alpaca,H,9e-57,182.0,0,120,,,0.0,,0.0,212,1.9,X-RAY DIFFRACTION,0.175,2022-10-12,2022,test_new_234
8DG9:H,0,alpaca,H,5.1e-60,192.5,0,119,,,0.0,,0.0,120,2.24,ELECTRON MICROSCOPY,,2023-02-22,2023,test_new_234
8DGU:H,0,human,H,4.6e-57,182.8,0,116,,,0.0,,0.0,218,1.89,X-RAY DIFFRACTION,0.214,2023-01-25,2023,test_new_234
8DGV:H,0,human,H,4.8e-55,176.3,0,117,,,0.0,,0.0,212,2.3,X-RAY DIFFRACTION,0.203,2023-01-25,2023,test_new_234
8DGW:H,0,human,H,2.499999999999999e-55,177.2,0,116,,,0.0,,0.0,213,2.81,X-RAY DIFFRACTION,0.217,2023-01-25,2023,test_new_234
8DGX:H,0,human,H,2.3e-54,174.1,0,114,,,0.0,,0.0,216,2.89,X-RAY DIFFRACTION,0.233,2023-01-25,2023,test_new_234
8DIM:H,0,human,H,2.4e-49,157.9,0,117,,,0.0,,0.0,118,0.0,ELECTRON MICROSCOPY,,2022-11-16,2022,test_new_234
8DIS:H,0,human,H,3.6e-50,160.5,0,118,,,0.0,,0.0,119,2.62,ELECTRON MICROSCOPY,,2023-06-07,2023,test_new_234
8DIU:H,0,human,H,3.6e-50,160.5,0,118,,,0.0,,0.0,119,0.0,ELECTRON MICROSCOPY,,2022-12-14,2022,test_new_234
8DJG:H,0,alpaca,H,5.100000000000001e-59,189.3,0,121,,,0.0,,0.0,223,2.65,X-RAY DIFFRACTION,0.237,2023-02-15,2023,test_new_234
8DK6:H,0,mouse,H,8.099999999999999e-55,175.4,0,117,,,0.0,,0.0,219,2.45,X-RAY DIFFRACTION,0.203,2023-03-29,2023,test_new_234
8DK7:H,0,alpaca,H,1.1000000000000001e-60,194.7,0,121,,,0.0,,0.0,223,2.46,X-RAY DIFFRACTION,0.246,2022-11-30,2022,test_new_234
8DKE:H,0,alpaca,H,4.699999999999998e-55,176.5,0,111,,,0.0,,0.0,113,0.0,ELECTRON MICROSCOPY,,2022-09-21,2022,test_new_234
8DKF:H,0,alpaca,H,2.2e-55,177.6,0,124,,,0.0,,0.0,225,1.79,X-RAY DIFFRACTION,0.239,2023-07-12,2023,test_new_234
8DKW:H,0,alpaca,H,4.699999999999998e-55,176.5,0,111,,,0.0,,0.0,113,0.0,ELECTRON MICROSCOPY,,2022-09-21,2022,test_new_234
8DKX:H,0,alpaca,H,4.699999999999998e-55,176.5,0,111,,,0.0,,0.0,113,0.0,ELECTRON MICROSCOPY,,2022-09-21,2022,test_new_234
8DL6:H,0,mouse,H,1.3000000000000002e-57,184.4,0,119,,,0.0,,0.0,219,0.0,ELECTRON MICROSCOPY,,2023-01-25,2023,test_new_234
8DL7:H,0,mouse,H,1.3000000000000002e-57,184.4,0,119,,,0.0,,0.0,219,0.0,ELECTRON MICROSCOPY,,2022-12-07,2022,test_new_234
8DL8:H,0,mouse,H,1.3000000000000002e-57,184.4,0,119,,,0.0,,0.0,219,0.0,ELECTRON MICROSCOPY,,2022-12-07,2022,test_new_234
8DLR:H,0,human,H,6e-52,166.3,0,123,,,0.0,,0.0,125,0.0,ELECTRON MICROSCOPY,,2022-08-31,2022,test_new_234
8DLS:H,0,human,H,3.3e-55,176.8,0,127,,,0.0,,0.0,128,0.0,ELECTRON MICROSCOPY,,2022-08-31,2022,test_new_234
8DLW:H,0,human,H,2.7e-54,173.9,0,121,,,0.0,,0.0,122,0.0,ELECTRON MICROSCOPY,,2022-08-31,2022,test_new_234
8DM3:H,0,human,H,3.3e-55,176.8,0,127,,,0.0,,0.0,128,0.0,ELECTRON MICROSCOPY,,2023-01-25,2023,test_new_234
8DM4:H,0,human,H,3.3e-55,176.8,0,127,,,0.0,,0.0,128,0.0,ELECTRON MICROSCOPY,,2023-01-25,2023,test_new_234
8DMH:H,0,alpaca,H,7e-54,172.7,0,120,,,0.0,,0.0,121,0.0,ELECTRON MICROSCOPY,,2023-04-12,2023,test_new_234
8DN6:H,0,alpaca,H,4.2999999999999997e-61,196.0,0,119,,,0.0,,0.0,220,3.0,X-RAY DIFFRACTION,0.24,2023-05-17,2023,test_new_234
8DN7:H,0,pig,H,4.1e-58,186.4,0,125,,,0.0,,0.0,223,2.0,X-RAY DIFFRACTION,0.211,2023-05-17,2023,test_new_234
8DOZ:H,0,mouse,H,1.5e-54,174.5,0,116,,,0.0,,0.0,211,1.7,X-RAY DIFFRACTION,0.177,2023-06-21,2023,test_new_234
8DP3:H,0,alpaca,H,1.1000000000000001e-60,194.6,0,121,,,0.0,,0.0,225,1.91,X-RAY DIFFRACTION,0.209,2023-04-19,2023,test_new_234
8DPM:H,0,human,H,1e-48,155.8,0,118,,,0.0,,0.0,119,3.0,ELECTRON MICROSCOPY,,2023-07-19,2023,test_new_234
8DS5:H,0,human,H,2.2e-55,177.4,0,115,,,0.0,,0.0,212,1.926,X-RAY DIFFRACTION,0.209,2022-09-28,2022,test_new_234
8DS7:H,0,mouse,H,1.6e-57,184.1,0,116,,,0.0,,0.0,214,1.88,X-RAY DIFFRACTION,0.156,2024-02-07,2024,test_new_234
8DT3:H,0,mouse,H,6.600000000000001e-59,188.6,0,120,,,0.0,,0.0,123,0.0,ELECTRON MICROSCOPY,,2022-08-03,2022,test_new_234
8DTO:H,0,human,H,2.8e-51,164.1,0,125,,,0.0,,0.0,126,0.0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8DTR:H,0,human,H,7.2e-50,159.6,0,112,,,0.0,,0.0,207,1.5,X-RAY DIFFRACTION,0.198,2022-11-23,2022,test_new_234
8DTT:H,0,human,H,3.5e-53,170.2,0,114,,,0.0,,0.0,213,1.75,X-RAY DIFFRACTION,0.195,2022-11-23,2022,test_new_234
8DTX:H,0,human,H,9.899999999999999e-56,178.5,0,117,,,0.0,,0.0,221,1.6,X-RAY DIFFRACTION,0.185,2022-11-23,2022,test_new_234
8DUA:H,0,rhesus,H,4.399999999999999e-53,169.9,0,114,,,0.0,,0.0,115,0.0,ELECTRON MICROSCOPY,,2022-10-26,2022,test_new_234
8DUZ:H,0,mouse,H,5.6e-54,172.7,0,115,,,0.0,,0.0,209,1.65,X-RAY DIFFRACTION,0.189,2023-07-05,2023,test_new_234
8DW2:H,0,human,H,1.4e-53,171.5,0,126,,,0.0,,0.0,228,0.0,ELECTRON MICROSCOPY,,2022-12-07,2022,test_new_234
8DW3:H,0,human,H,2.7e-52,167.4,0,118,,,0.0,,0.0,215,0.0,ELECTRON MICROSCOPY,,2022-12-07,2022,test_new_234
8DXT:H,0,alpaca,H,3.8999999999999995e-62,199.4,0,122,,,0.0,,0.0,215,2.25,X-RAY DIFFRACTION,0.211,2023-01-18,2023,test_new_234
8DXU:H,0,alpaca,H,1.1999999999999999e-61,197.7,0,116,,,0.0,,0.0,219,2.728,X-RAY DIFFRACTION,0.223,2023-01-18,2023,test_new_234
8DYX:H,0,alpaca,H,1.2e-59,191.3,0,120,,,0.0,,0.0,121,3.0,ELECTRON MICROSCOPY,,2023-08-02,2023,test_new_234
8DZ3:H,0,human,H,5.6e-58,185.8,0,123,,,0.0,,0.0,124,2.7,ELECTRON MICROSCOPY,,2023-08-02,2023,test_new_234
8DZH:H,0,human,H,4.200000000000001e-57,182.9,0,117,,,0.0,,0.0,118,0.0,ELECTRON MICROSCOPY,,2022-08-31,2022,test_new_234
8DZI:H,0,human,H,4.200000000000001e-57,182.9,0,117,,,0.0,,0.0,118,0.0,ELECTRON MICROSCOPY,,2022-08-31,2022,test_new_234
8E1G:H,0,alpaca,H,8.5e-61,195.0,0,116,,,0.0,,0.0,213,2.57,X-RAY DIFFRACTION,0.196,2023-06-28,2023,test_new_234
8E1M:H,0,mouse,H,6.399999999999999e-55,175.7,0,116,,,0.0,,0.0,117,2.9,ELECTRON MICROSCOPY,,2023-06-21,2023,test_new_234
8E6J:H,0,human,H,2.5e-51,164.3,0,124,,,0.0,,0.0,125,2.7,ELECTRON MICROSCOPY,,2023-08-09,2023,test_new_234
8E7M:H,0,alpaca,H,6.3e-64,205.1,0,120,,,0.0,,0.0,218,0.0,ELECTRON MICROSCOPY,,2022-09-28,2022,test_new_234
8E8R:H,0,human,H,5.1e-50,160.0,0,125,,,0.0,,0.0,126,2.66,ELECTRON MICROSCOPY,,2023-06-21,2023,test_new_234
8E8S:H,0,human,H,5.1e-50,160.0,0,125,,,0.0,,0.0,126,2.73,ELECTRON MICROSCOPY,,2023-06-21,2023,test_new_234
8E8X:H,0,human,H,2.6000000000000002e-48,154.5,0,123,,,0.0,,0.0,124,2.91,ELECTRON MICROSCOPY,,2023-06-21,2023,test_new_234
8E8Y:H,0,human,H,2.1e-49,158.1,0,124,,,0.0,,0.0,125,2.5,ELECTRON MICROSCOPY,,2023-06-21,2023,test_new_234
8EB2:H,0,human,H,5.000000000000001e-58,185.9,0,117,,,0.0,,0.0,215,2.9,X-RAY DIFFRACTION,0.239,2022-11-30,2022,test_new_234
8EE0:H,0,rhesus,H,2.3e-60,193.5,0,117,,,0.0,,0.0,211,2.65,X-RAY DIFFRACTION,0.211,2023-05-31,2023,test_new_234
8EE1:H,0,human,H,1e-51,165.5,0,114,,,0.0,,0.0,212,2.7,X-RAY DIFFRACTION,0.225,2023-05-31,2023,test_new_234
